label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
ONE,0.0,0.0,0.0,-0.211832,-0.189581,-0.097827,-0.376257,-0.44789,-0.200043,-0.390087,-0.669917,-0.308978,-0.234241,-0.693383,-0.418108,-0.153043,-0.969625,-0.179206,-0.185244,-1.385951,-0.32362,-0.200238,-1.643702,-0.422296,-0.198462,-1.864081,-0.499997,0.063517,-0.975752,-0.209462,-0.125596,-0.8347,-0.40341,-0.19141,-0.523472,-0.443739,-0.19409,-0.359907,-0.438888,0.229908,-0.84868,-0.249975,-0.003811,-0.641667,-0.408376,-0.070784,-0.37815,-0.354868,-0.070125,-0.250243,-0.286586,0.363406,-0.664634,-0.305484,0.159205,-0.516168,-0.408638,0.088343,-0.34482,-0.371525,0.089081,-0.261219,-0.316939
ONE,0.0,0.0,0.0,-0.212374,-0.190248,-0.103867,-0.376844,-0.44707,-0.210857,-0.388498,-0.670146,-0.324144,-0.229975,-0.696905,-0.436888,-0.147118,-0.969933,-0.184895,-0.183591,-1.38372,-0.334745,-0.201396,-1.644147,-0.43518,-0.200829,-1.867502,-0.513818,0.068172,-0.974063,-0.215765,-0.13336,-0.82355,-0.416606,-0.202252,-0.50198,-0.45446,-0.195492,-0.346305,-0.446789,0.232178,-0.842216,-0.258584,-0.005407,-0.636535,-0.424809,-0.073638,-0.373776,-0.367718,-0.061935,-0.26187,-0.296126,0.365411,-0.655345,-0.317049,0.160668,-0.510214,-0.423292,0.084995,-0.338623,-0.383405,0.09015,-0.262995,-0.326834
ONE,0.0,0.0,0.0,-0.213963,-0.192116,-0.098978,-0.377472,-0.453189,-0.201779,-0.389791,-0.681228,-0.311208,-0.228676,-0.70826,-0.420383,-0.153753,-0.970573,-0.180009,-0.179821,-1.386152,-0.32746,-0.193362,-1.644951,-0.426804,-0.190571,-1.869903,-0.505271,0.062795,-0.975698,-0.209928,-0.132781,-0.830693,-0.405131,-0.203032,-0.516656,-0.441628,-0.203519,-0.365335,-0.434004,0.228937,-0.848781,-0.250926,-0.007613,-0.63211,-0.408613,-0.072231,-0.370902,-0.349117,-0.063866,-0.260807,-0.277611,0.363951,-0.664738,-0.307647,0.155771,-0.508349,-0.408369,0.087397,-0.337163,-0.367597,0.094813,-0.265867,-0.310999
ONE,0.0,0.0,0.0,-0.214919,-0.192802,-0.09216,-0.377909,-0.454864,-0.191081,-0.383967,-0.673663,-0.297479,-0.232622,-0.693827,-0.404817,-0.154417,-0.969557,-0.176377,-0.181712,-1.378319,-0.316562,-0.190523,-1.635362,-0.411775,-0.183244,-1.859827,-0.488736,0.061647,-0.975768,-0.209942,-0.136161,-0.823527,-0.401587,-0.209601,-0.508571,-0.438891,-0.213214,-0.349029,-0.433196,0.226769,-0.847664,-0.253283,-0.011935,-0.626892,-0.408916,-0.078514,-0.367695,-0.352952,-0.073499,-0.252348,-0.285425,0.360788,-0.66365,-0.311344,0.149987,-0.502128,-0.411175,0.078986,-0.3309,-0.372372,0.082557,-0.25643,-0.318679
ONE,0.0,0.0,0.0,-0.217081,-0.192799,-0.113947,-0.378941,-0.444018,-0.227667,-0.404895,-0.671873,-0.347847,-0.248294,-0.710964,-0.466972,-0.153482,-0.972417,-0.183665,-0.180411,-1.378362,-0.342233,-0.189192,-1.636394,-0.449267,-0.177816,-1.855135,-0.530651,0.060461,-0.975228,-0.21278,-0.13224,-0.833067,-0.427867,-0.206767,-0.517907,-0.474246,-0.210793,-0.359251,-0.467062,0.22646,-0.847972,-0.255673,-0.010959,-0.640352,-0.43446,-0.078213,-0.37738,-0.383215,-0.071346,-0.261424,-0.310336,0.359674,-0.666547,-0.314911,0.151221,-0.50528,-0.429673,0.082292,-0.334715,-0.393804,0.08998,-0.262632,-0.336493
ONE,0.0,0.0,0.0,-0.208417,-0.193235,-0.102651,-0.371305,-0.448363,-0.207794,-0.390126,-0.673946,-0.320008,-0.231347,-0.703577,-0.431728,-0.143557,-0.973605,-0.17312,-0.168227,-1.377779,-0.317707,-0.17703,-1.632399,-0.415637,-0.16898,-1.848762,-0.491954,0.066883,-0.976688,-0.203977,-0.123808,-0.837079,-0.404492,-0.197297,-0.530277,-0.448247,-0.201745,-0.370319,-0.44207,0.229349,-0.848697,-0.246369,-0.005392,-0.639177,-0.412891,-0.073993,-0.380553,-0.364498,-0.069825,-0.259622,-0.29596,0.361246,-0.665788,-0.303807,0.154637,-0.511964,-0.409461,0.082376,-0.343043,-0.374065,0.085189,-0.264193,-0.319061
ONE,0.0,0.0,0.0,-0.210681,-0.199748,-0.117146,-0.371289,-0.452277,-0.233633,-0.399409,-0.674871,-0.356409,-0.245817,-0.709775,-0.478309,-0.148152,-0.975714,-0.185741,-0.175935,-1.375744,-0.349061,-0.186948,-1.635293,-0.45859,-0.176766,-1.853615,-0.540807,0.065151,-0.974695,-0.213834,-0.1344,-0.836539,-0.431288,-0.207507,-0.512262,-0.475058,-0.203518,-0.355272,-0.465505,0.230597,-0.843097,-0.256803,-0.007613,-0.645724,-0.438698,-0.076095,-0.378118,-0.383682,-0.06578,-0.263828,-0.307328,0.363025,-0.657354,-0.316415,0.15898,-0.511443,-0.431278,0.088619,-0.341279,-0.392248,0.098076,-0.272185,-0.332767
ONE,0.0,0.0,0.0,-0.208649,-0.199137,-0.104418,-0.370329,-0.454419,-0.209767,-0.388539,-0.675576,-0.322149,-0.236809,-0.710266,-0.43457,-0.146488,-0.972713,-0.177787,-0.172689,-1.371999,-0.327603,-0.181939,-1.628264,-0.429647,-0.173941,-1.8471,-0.508637,0.069026,-0.975391,-0.209397,-0.129258,-0.828898,-0.418305,-0.206404,-0.509841,-0.46418,-0.212731,-0.337498,-0.458461,0.234479,-0.845939,-0.252984,-0.004339,-0.637525,-0.425613,-0.076146,-0.374165,-0.376375,-0.076152,-0.247915,-0.306815,0.36722,-0.663024,-0.311855,0.161592,-0.504427,-0.42092,0.088087,-0.336975,-0.385363,0.088968,-0.261433,-0.330427
ONE,0.0,0.0,0.0,-0.213884,-0.194647,-0.117496,-0.376122,-0.448666,-0.232506,-0.399004,-0.670732,-0.352945,-0.242767,-0.706391,-0.472781,-0.151697,-0.972295,-0.189925,-0.17711,-1.370356,-0.35167,-0.187973,-1.630468,-0.461985,-0.179099,-1.850552,-0.545744,0.064729,-0.973857,-0.217746,-0.136819,-0.82813,-0.436796,-0.211436,-0.506059,-0.4837,-0.212591,-0.341253,-0.476549,0.231419,-0.843434,-0.259656,-0.00878,-0.638578,-0.440957,-0.077403,-0.374136,-0.388329,-0.071289,-0.256333,-0.314425,0.364602,-0.660057,-0.31835,0.158444,-0.504248,-0.433831,0.08476,-0.334527,-0.396755,0.088252,-0.262703,-0.338899
ONE,0.0,0.0,0.0,-0.210972,-0.19665,-0.118315,-0.372327,-0.445499,-0.232632,-0.40576,-0.668641,-0.352244,-0.251691,-0.705101,-0.471265,-0.150056,-0.975511,-0.183919,-0.174752,-1.371551,-0.341178,-0.185051,-1.630676,-0.448897,-0.176498,-1.84782,-0.530415,0.063838,-0.975533,-0.210381,-0.132528,-0.830862,-0.42875,-0.207919,-0.510422,-0.47891,-0.215843,-0.336286,-0.472696,0.231028,-0.845217,-0.250609,-0.005309,-0.644015,-0.433094,-0.071418,-0.378802,-0.385742,-0.069477,-0.249972,-0.313134,0.364832,-0.661398,-0.307016,0.160158,-0.512346,-0.422897,0.090259,-0.342199,-0.387659,0.092971,-0.26259,-0.329763
ONE,0.0,0.0,0.0,-0.208168,-0.198876,-0.106556,-0.372175,-0.453753,-0.215204,-0.398651,-0.673931,-0.330552,-0.249592,-0.703099,-0.445798,-0.144826,-0.975652,-0.177226,-0.175145,-1.367418,-0.328589,-0.187196,-1.622252,-0.431188,-0.180277,-1.839057,-0.510738,0.066032,-0.975533,-0.209704,-0.134498,-0.836333,-0.418132,-0.21081,-0.517762,-0.462671,-0.210382,-0.356827,-0.455725,0.228178,-0.842143,-0.254805,-0.015105,-0.638306,-0.429949,-0.083498,-0.373392,-0.378993,-0.071485,-0.257134,-0.307435,0.357887,-0.653832,-0.315223,0.144296,-0.50426,-0.426685,0.07516,-0.331745,-0.38903,0.088293,-0.257273,-0.331999
ONE,0.0,0.0,0.0,-0.209644,-0.199055,-0.109284,-0.368987,-0.454172,-0.218993,-0.389525,-0.671364,-0.335487,-0.241976,-0.697787,-0.451633,-0.141329,-0.974355,-0.178337,-0.169178,-1.370051,-0.329337,-0.179381,-1.627626,-0.430232,-0.17133,-1.842738,-0.508075,0.072132,-0.975163,-0.209413,-0.134692,-0.825189,-0.417161,-0.211312,-0.501121,-0.458864,-0.207326,-0.342992,-0.449986,0.235708,-0.84064,-0.253732,-0.008143,-0.637579,-0.42938,-0.079177,-0.370404,-0.376463,-0.067921,-0.25463,-0.303303,0.366015,-0.650592,-0.313729,0.156726,-0.504413,-0.425888,0.083795,-0.333413,-0.387491,0.093349,-0.259397,-0.32948
ONE,0.0,0.0,0.0,-0.214081,-0.202467,-0.10696,-0.376243,-0.455785,-0.21662,-0.396722,-0.670875,-0.33406,-0.246491,-0.697807,-0.451568,-0.146173,-0.973551,-0.178961,-0.172698,-1.373926,-0.332689,-0.181988,-1.634754,-0.437334,-0.172523,-1.853617,-0.518226,0.068273,-0.974971,-0.211589,-0.137421,-0.822265,-0.423254,-0.213155,-0.502628,-0.469263,-0.213049,-0.337587,-0.463632,0.231852,-0.842254,-0.257248,-0.011815,-0.635944,-0.433803,-0.082227,-0.373044,-0.383727,-0.074765,-0.250795,-0.313012,0.362146,-0.655315,-0.318634,0.15535,-0.502232,-0.431945,0.083315,-0.334109,-0.396687,0.090004,-0.257383,-0.341172
ONE,0.0,0.0,0.0,-0.21344,-0.199153,-0.110315,-0.376704,-0.455077,-0.221772,-0.400415,-0.677616,-0.340438,-0.247764,-0.704233,-0.458431,-0.150979,-0.973109,-0.178651,-0.178319,-1.372625,-0.335242,-0.188062,-1.632811,-0.440113,-0.177853,-1.851637,-0.520587,0.063259,-0.975593,-0.210278,-0.144106,-0.824803,-0.422879,-0.217462,-0.500761,-0.464607,-0.210839,-0.343279,-0.455541,0.227792,-0.843763,-0.256131,-0.014761,-0.639867,-0.434524,-0.082925,-0.374024,-0.379488,-0.069629,-0.260496,-0.305183,0.359723,-0.656343,-0.318239,0.1505,-0.503992,-0.431746,0.077608,-0.332664,-0.393344,0.086918,-0.260587,-0.335643
ONE,0.0,0.0,0.0,-0.20983,-0.197951,-0.113247,-0.369531,-0.453362,-0.225252,-0.390504,-0.672157,-0.343586,-0.241182,-0.701592,-0.461499,-0.145168,-0.978108,-0.18344,-0.172521,-1.37558,-0.341199,-0.181826,-1.634151,-0.447968,-0.172724,-1.854207,-0.529973,0.070439,-0.974192,-0.214447,-0.135574,-0.830047,-0.432826,-0.209869,-0.501687,-0.479018,-0.207639,-0.338475,-0.471731,0.237106,-0.838422,-0.259303,-0.005071,-0.641069,-0.442116,-0.074684,-0.372571,-0.389225,-0.066881,-0.256514,-0.315223,0.370065,-0.649024,-0.320293,0.161676,-0.503729,-0.437048,0.086177,-0.332926,-0.39923,0.090714,-0.261945,-0.341275
ONE,0.0,0.0,0.0,-0.206681,-0.191884,-0.108883,-0.372344,-0.447903,-0.214888,-0.399988,-0.679043,-0.32606,-0.239493,-0.712632,-0.437352,-0.150885,-0.9739,-0.180067,-0.171546,-1.370545,-0.328036,-0.177816,-1.630233,-0.431044,-0.168357,-1.850941,-0.511557,0.065704,-0.976103,-0.207139,-0.134866,-0.826806,-0.413727,-0.206595,-0.505163,-0.46035,-0.214096,-0.329257,-0.455431,0.232767,-0.843512,-0.245859,-0.005891,-0.64358,-0.417081,-0.070167,-0.380168,-0.367927,-0.070424,-0.24905,-0.298012,0.365993,-0.655745,-0.29993,0.157648,-0.510318,-0.411503,0.09086,-0.342512,-0.377008,0.093725,-0.260872,-0.321529
ONE,0.0,0.0,0.0,-0.213211,-0.198721,-0.115937,-0.373526,-0.450785,-0.230331,-0.400926,-0.672402,-0.350678,-0.251534,-0.706706,-0.470261,-0.147963,-0.97484,-0.186358,-0.177583,-1.372398,-0.346922,-0.190197,-1.631747,-0.455502,-0.182905,-1.850322,-0.537618,0.065739,-0.974158,-0.216088,-0.137762,-0.832732,-0.437095,-0.212026,-0.51095,-0.485692,-0.212547,-0.345246,-0.478425,0.230988,-0.842899,-0.259627,-0.012066,-0.640784,-0.443495,-0.080434,-0.37526,-0.392385,-0.073951,-0.257217,-0.318132,0.361799,-0.658698,-0.319606,0.152514,-0.50362,-0.435646,0.08094,-0.334311,-0.39814,0.086709,-0.2632,-0.339388
ONE,0.0,0.0,0.0,-0.215024,-0.199872,-0.109864,-0.377562,-0.452009,-0.222414,-0.39796,-0.673884,-0.342218,-0.245102,-0.7047,-0.461563,-0.151402,-0.97147,-0.183475,-0.181951,-1.371038,-0.34335,-0.194571,-1.631985,-0.452129,-0.187324,-1.851726,-0.535798,0.064223,-0.974235,-0.216199,-0.140351,-0.825694,-0.432344,-0.213634,-0.503058,-0.477352,-0.211224,-0.340726,-0.470496,0.229802,-0.843258,-0.262734,-0.014418,-0.635123,-0.441253,-0.081976,-0.372556,-0.387184,-0.071337,-0.25786,-0.31432,0.360493,-0.65752,-0.325692,0.149202,-0.497307,-0.439993,0.079663,-0.330216,-0.403074,0.091122,-0.26179,-0.346855
ONE,0.0,0.0,0.0,-0.210051,-0.195507,-0.111895,-0.369244,-0.452383,-0.223289,-0.388338,-0.672602,-0.340841,-0.239905,-0.702775,-0.45835,-0.143613,-0.972695,-0.186152,-0.172164,-1.373376,-0.344212,-0.183323,-1.634413,-0.451118,-0.175943,-1.855362,-0.533264,0.072509,-0.973479,-0.21698,-0.133266,-0.828022,-0.432694,-0.207032,-0.50001,-0.476713,-0.204749,-0.337649,-0.468469,0.238081,-0.840216,-0.261278,-0.00572,-0.638008,-0.44063,-0.073632,-0.368384,-0.385493,-0.064232,-0.251154,-0.310896,0.36895,-0.652722,-0.321814,0.158533,-0.499088,-0.436752,0.086138,-0.326157,-0.398213,0.094102,-0.254225,-0.340075
ONE,0.0,0.0,0.0,-0.215456,-0.19962,-0.10253,-0.378634,-0.459136,-0.20983,-0.392966,-0.67889,-0.324771,-0.241929,-0.705293,-0.440337,-0.149431,-0.972269,-0.183422,-0.174234,-1.379321,-0.339081,-0.185635,-1.641524,-0.445815,-0.178976,-1.865251,-0.528721,0.069457,-0.973643,-0.217246,-0.135002,-0.829351,-0.427823,-0.21376,-0.508556,-0.472291,-0.216915,-0.346003,-0.466579,0.236814,-0.842894,-0.26299,-0.009192,-0.633845,-0.435131,-0.082409,-0.369671,-0.38,-0.07752,-0.251947,-0.307962,0.370432,-0.658296,-0.324469,0.15697,-0.501441,-0.434142,0.082634,-0.33193,-0.394838,0.088458,-0.25848,-0.33763
ONE,0.0,0.0,0.0,-0.212973,-0.202257,-0.107125,-0.375103,-0.461973,-0.217695,-0.39766,-0.687376,-0.335252,-0.248973,-0.713412,-0.452789,-0.146053,-0.974232,-0.184908,-0.173236,-1.377437,-0.34376,-0.182379,-1.637666,-0.452344,-0.172297,-1.858997,-0.536041,0.070547,-0.973317,-0.218351,-0.138764,-0.825231,-0.434967,-0.211662,-0.498435,-0.479689,-0.208697,-0.331833,-0.4726,0.236467,-0.838355,-0.264992,-0.01229,-0.634297,-0.444778,-0.080088,-0.369572,-0.391077,-0.070143,-0.250398,-0.317764,0.368964,-0.650027,-0.327399,0.154522,-0.504961,-0.442383,0.081449,-0.3355,-0.404649,0.088984,-0.260937,-0.347545
ONE,0.0,0.0,0.0,-0.208349,-0.196599,-0.103096,-0.367188,-0.460192,-0.206263,-0.384214,-0.688677,-0.315871,-0.233401,-0.71599,-0.425869,-0.140013,-0.972078,-0.175184,-0.163771,-1.370903,-0.323138,-0.171807,-1.630808,-0.424191,-0.162616,-1.851132,-0.503314,0.077621,-0.975538,-0.205673,-0.132554,-0.820913,-0.408748,-0.207805,-0.495482,-0.449152,-0.205916,-0.333555,-0.44106,0.24242,-0.841668,-0.248226,-0.0029,-0.637598,-0.416574,-0.0715,-0.373427,-0.361346,-0.061633,-0.257307,-0.288934,0.373009,-0.652399,-0.306126,0.160702,-0.508615,-0.412961,0.088134,-0.340315,-0.373255,0.096743,-0.26805,-0.315692
ONE,0.0,0.0,0.0,-0.216619,-0.199997,-0.120972,-0.379784,-0.451437,-0.242575,-0.404717,-0.67756,-0.370721,-0.251229,-0.708007,-0.497873,-0.151759,-0.974602,-0.197039,-0.179223,-1.381746,-0.371094,-0.190463,-1.647435,-0.488789,-0.180024,-1.873586,-0.577216,0.065671,-0.971457,-0.227946,-0.139877,-0.829034,-0.460525,-0.215181,-0.503869,-0.510288,-0.215331,-0.34314,-0.503229,0.23302,-0.84003,-0.274266,-0.014596,-0.629836,-0.465657,-0.084733,-0.362972,-0.410256,-0.076502,-0.251805,-0.333271,0.364657,-0.65732,-0.338271,0.152352,-0.49062,-0.459606,0.085798,-0.318952,-0.422161,0.100594,-0.254522,-0.363648
ONE,0.0,0.0,0.0,-0.210978,-0.190058,-0.111787,-0.374906,-0.447007,-0.222216,-0.405313,-0.681256,-0.338766,-0.252438,-0.717227,-0.454753,-0.148283,-0.973802,-0.18055,-0.174786,-1.371613,-0.337513,-0.184832,-1.633505,-0.444804,-0.17719,-1.852586,-0.527389,0.065682,-0.975372,-0.21056,-0.142699,-0.825764,-0.425958,-0.217031,-0.501824,-0.471965,-0.215284,-0.338581,-0.464636,0.229221,-0.841851,-0.254033,-0.016847,-0.63888,-0.432869,-0.083431,-0.373406,-0.379084,-0.07125,-0.258009,-0.304757,0.358431,-0.652477,-0.313677,0.144562,-0.499363,-0.428882,0.078865,-0.330051,-0.39157,0.094408,-0.260872,-0.333609
ONE,0.0,0.0,0.0,-0.208304,-0.20355,-0.10469,-0.368708,-0.459113,-0.210133,-0.396448,-0.683695,-0.322269,-0.252713,-0.717685,-0.434458,-0.141031,-0.981164,-0.17496,-0.163917,-1.375449,-0.32289,-0.17127,-1.632984,-0.425151,-0.162691,-1.850588,-0.504511,0.071733,-0.975761,-0.20675,-0.130625,-0.825343,-0.418473,-0.207658,-0.505189,-0.467724,-0.215982,-0.327769,-0.462798,0.23469,-0.839676,-0.250026,-0.00882,-0.634321,-0.425436,-0.076136,-0.371547,-0.377405,-0.073806,-0.240876,-0.306756,0.364907,-0.651216,-0.308282,0.153979,-0.505312,-0.419257,0.084759,-0.338358,-0.382681,0.08946,-0.258764,-0.325494
ONE,0.0,0.0,0.0,-0.217545,-0.19963,-0.112331,-0.382344,-0.457968,-0.222806,-0.409321,-0.688386,-0.339693,-0.257192,-0.716094,-0.456237,-0.151855,-0.98258,-0.177971,-0.17368,-1.374296,-0.332265,-0.178302,-1.629842,-0.439094,-0.164036,-1.846094,-0.521857,0.060824,-0.975955,-0.209312,-0.142599,-0.836218,-0.428229,-0.216007,-0.517026,-0.480193,-0.218897,-0.344628,-0.475742,0.224566,-0.840371,-0.253825,-0.020975,-0.64393,-0.43651,-0.084346,-0.380618,-0.389609,-0.075094,-0.255687,-0.318449,0.354492,-0.65284,-0.314229,0.141685,-0.503557,-0.432132,0.079726,-0.335186,-0.398669,0.095024,-0.260248,-0.342735
